doc_no,doc_type,tx_date,month_year,gross_amount,settled_amount,open_amount,settlement_unit,evidence_tier,evidence_status,matched_against,notes
00006394,INVOICE,2020-03-10,2020-03,1500,0,1500,PER_CALENDAR_MONTH_EXACT_SUM,3,ASSERTED,00007348,"STEP 3 candidate (EXACT_SUM_RUN) vs payment 00007348; basket-check: LPG lane consistent, SKU baskets present. Script-generated — not ERP/human-confirmed. Per D-NEW.5, month-level tie-out only — never treat as per-invoice-confident."
00006401,INVOICE,2020-03-13,2020-03,1500,0,1500,PER_CALENDAR_MONTH_EXACT_SUM,3,ASSERTED,00007348,"STEP 3 candidate (EXACT_SUM_RUN) vs payment 00007348; basket-check: LPG lane consistent, SKU baskets present. Script-generated — not ERP/human-confirmed. Per D-NEW.5, month-level tie-out only — never treat as per-invoice-confident."
00006417,INVOICE,2020-03-17,2020-03,1500,0,1500,UNCHARACTERIZED,5,UNASSESSED,,"No candidate found (exact-sum, contiguous-run, proximity, or cross-account). Genuine gap requiring investigation."
00006428,INVOICE,2020-03-20,2020-03,1500,0,1500,UNCHARACTERIZED,5,UNASSESSED,,"No candidate found (exact-sum, contiguous-run, proximity, or cross-account). Genuine gap requiring investigation."
00006446,INVOICE,2020-03-24,2020-03,1500,0,1500,UNCHARACTERIZED,5,UNASSESSED,,"No candidate found (exact-sum, contiguous-run, proximity, or cross-account). Genuine gap requiring investigation."
00007903,INVOICE,2021-03-05,2021-03,1138.02,1138.02,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00008420,Settled via FIFO_BATCH profile (1 allocation row(s)).
00007925,INVOICE,2021-03-09,2021-03,1517.36,1517.36,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00008420,Settled via FIFO_BATCH profile (1 allocation row(s)).
00007953,INVOICE,2021-03-13,2021-03,1517.36,1517.36,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00008420,Settled via FIFO_BATCH profile (1 allocation row(s)).
00007984,INVOICE,2021-03-18,2021-03,2276.03,2276.03,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00008420,Settled via FIFO_BATCH profile (1 allocation row(s)).
00008026,INVOICE,2021-03-24,2021-03,1517.36,1517.36,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00008420,Settled via FIFO_BATCH profile (1 allocation row(s)).
00008059,INVOICE,2021-03-26,2021-03,1517.36,1517.36,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00008420,Settled via FIFO_BATCH profile (1 allocation row(s)).
00008090,INVOICE,2021-03-30,2021-03,3034.71,3034.71,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00008420,Settled via FIFO_BATCH profile (1 allocation row(s)).
00008128,INVOICE,2021-04-06,2021-04,379.34,379.34,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00008764,Settled via FIFO_BATCH profile (1 allocation row(s)).
00008137,INVOICE,2021-04-07,2021-04,1896.7,1896.7,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00008764,Settled via FIFO_BATCH profile (1 allocation row(s)).
00008147,INVOICE,2021-04-07,2021-04,1517.36,1517.36,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00008764,Settled via FIFO_BATCH profile (1 allocation row(s)).
00008225,INVOICE,2021-04-17,2021-04,1617.96,1617.96,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00008764,Settled via FIFO_BATCH profile (1 allocation row(s)).
00008249,INVOICE,2021-04-20,2021-04,1213.47,1213.47,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00008764,Settled via FIFO_BATCH profile (1 allocation row(s)).
00008276,INVOICE,2021-04-23,2021-04,1213.47,1213.47,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00008764,Settled via FIFO_BATCH profile (1 allocation row(s)).
00008321,INVOICE,2021-04-29,2021-04,1927.46,1927.46,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00008764,Settled via FIFO_BATCH profile (1 allocation row(s)).
00008368,INVOICE,2021-05-04,2021-05,2498.96,2498.96,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00009315,Settled via FIFO_BATCH profile (1 allocation row(s)).
00008399,INVOICE,2021-05-07,2021-05,1440.58,1440.58,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00009315,Settled via FIFO_BATCH profile (1 allocation row(s)).
00008441,INVOICE,2021-05-12,2021-05,1080.44,1080.44,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00009315,Settled via FIFO_BATCH profile (1 allocation row(s)).
00008460,INVOICE,2021-05-14,2021-05,720.29,720.29,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00009315,Settled via FIFO_BATCH profile (1 allocation row(s)).
00008475,INVOICE,2021-05-17,2021-05,1800.73,1800.73,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00009315,Settled via FIFO_BATCH profile (1 allocation row(s)).
00008510,INVOICE,2021-05-20,2021-05,1080.44,1080.44,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00009315,Settled via FIFO_BATCH profile (1 allocation row(s)).
00008554,INVOICE,2021-05-24,2021-05,1080.44,1080.44,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00009315,Settled via FIFO_BATCH profile (1 allocation row(s)).
00008607,INVOICE,2021-05-28,2021-05,1440.58,1440.58,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00009315,Settled via FIFO_BATCH profile (1 allocation row(s)).
00008629,INVOICE,2021-05-31,2021-05,1080.44,1080.44,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00009315,Settled via FIFO_BATCH profile (1 allocation row(s)).
00008692,INVOICE,2021-06-04,2021-06,1800.73,1800.73,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00009996,Settled via FIFO_BATCH profile (1 allocation row(s)).
00008730,INVOICE,2021-06-07,2021-06,1080.44,1080.44,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00009996,Settled via FIFO_BATCH profile (1 allocation row(s)).
00008805,INVOICE,2021-06-10,2021-06,1969.98,1969.98,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00009996,Settled via FIFO_BATCH profile (1 allocation row(s)).
00008809,INVOICE,2021-06-10,2021-06,170,170,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00009996,Settled via FIFO_BATCH profile (1 allocation row(s)).
00008864,INVOICE,2021-06-15,2021-06,1347.11,1347.11,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00009996,Settled via FIFO_BATCH profile (1 allocation row(s)).
00008897,INVOICE,2021-06-18,2021-06,1683.89,1683.89,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00009996,Settled via FIFO_BATCH profile (1 allocation row(s)).
00008953,INVOICE,2021-06-23,2021-06,1799.98,1799.98,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00009996,Settled via FIFO_BATCH profile (1 allocation row(s)).
00008972,INVOICE,2021-06-24,2021-06,1439.98,1439.98,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00009996,Settled via FIFO_BATCH profile (1 allocation row(s)).
00009069,INVOICE,2021-07-01,2021-07,1079.99,1079.99,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00010226,Settled via FIFO_BATCH profile (1 allocation row(s)).
00009139,INVOICE,2021-07-06,2021-07,1079.99,1079.99,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00010226,Settled via FIFO_BATCH profile (1 allocation row(s)).
00009169,INVOICE,2021-07-08,2021-07,1459.99,1459.99,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00010226,Settled via FIFO_BATCH profile (1 allocation row(s)).
00009306,INVOICE,2021-07-19,2021-07,1095,1095,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00010226,Settled via FIFO_BATCH profile (1 allocation row(s)).
00009350,INVOICE,2021-07-22,2021-07,1079.99,1079.99,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00010226,Settled via FIFO_BATCH profile (1 allocation row(s)).
00009452,INVOICE,2021-07-26,2021-07,1824.99,1824.99,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00010226,Settled via FIFO_BATCH profile (1 allocation row(s)).
00009517,INVOICE,2021-07-30,2021-07,1459.99,1459.99,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00010226,Settled via FIFO_BATCH profile (1 allocation row(s)).
00009561,INVOICE,2021-08-02,2021-08,1095,1095,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00010584,Settled via FIFO_BATCH profile (1 allocation row(s)).
00009619,INVOICE,2021-08-05,2021-08,1206.02,1206.02,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00010584,Settled via FIFO_BATCH profile (1 allocation row(s)).
00009692,INVOICE,2021-08-11,2021-08,1790.02,1790.02,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00010584,Settled via FIFO_BATCH profile (1 allocation row(s)).
00009756,INVOICE,2021-08-13,2021-08,884.1,884.1,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00010584,Settled via FIFO_BATCH profile (1 allocation row(s)).
00009760,INVOICE,2021-08-14,2021-08,884.1,884.1,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00010584,Settled via FIFO_BATCH profile (1 allocation row(s)).
00009789,INVOICE,2021-08-17,2021-08,1600.02,1600.02,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00010584,Settled via FIFO_BATCH profile (1 allocation row(s)).
00009841,INVOICE,2021-08-19,2021-08,1600.02,1600.02,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00010584,Settled via FIFO_BATCH profile (1 allocation row(s)).
00009891,INVOICE,2021-08-23,2021-08,1200.01,1200.01,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00010584,Settled via FIFO_BATCH profile (1 allocation row(s)).
00009933,INVOICE,2021-08-26,2021-08,1200.01,0,1200.01,UNCHARACTERIZED,5,UNASSESSED,,"No candidate found (exact-sum, contiguous-run, proximity, or cross-account). Genuine gap requiring investigation."
00009935,INVOICE,2021-08-26,2021-08,1200.01,0,1200.01,UNCHARACTERIZED,5,UNASSESSED,,"No candidate found (exact-sum, contiguous-run, proximity, or cross-account). Genuine gap requiring investigation."
00009937,INVOICE,2021-08-26,2021-08,1600.02,1600.02,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00010584,Settled via FIFO_BATCH profile (1 allocation row(s)).
00009979,INVOICE,2021-08-30,2021-08,1153.2,1153.19,0.01,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00010584,Settled via FIFO_BATCH profile (1 allocation row(s)).
00010042,INVOICE,2021-09-03,2021-09,1599.65,1599.65,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00011068,Settled via FIFO_BATCH profile (1 allocation row(s)).
00010103,INVOICE,2021-09-07,2021-09,1599.65,1199.74,399.91,UNCHARACTERIZED,5,UNASSESSED,,"No candidate found (exact-sum, contiguous-run, proximity, or cross-account). Genuine gap requiring investigation."
00010149,INVOICE,2021-09-10,2021-09,1599.65,1599.65,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00011068,Settled via FIFO_BATCH profile (1 allocation row(s)).
00010213,INVOICE,2021-09-16,2021-09,1599.65,1599.65,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00011068,Settled via FIFO_BATCH profile (1 allocation row(s)).
00010265,INVOICE,2021-09-21,2021-09,1599.65,0,1599.65,UNCHARACTERIZED,5,UNASSESSED,,"No candidate found (exact-sum, contiguous-run, proximity, or cross-account). Genuine gap requiring investigation."
00010268,INVOICE,2021-09-21,2021-09,2062.73,2062.73,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00011068,Settled via FIFO_BATCH profile (1 allocation row(s)).
00010299,INVOICE,2021-09-22,2021-09,1999.56,1999.56,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00011068,Settled via FIFO_BATCH profile (1 allocation row(s)).
00010363,INVOICE,2021-09-27,2021-09,1199.74,1199.74,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00011068,Settled via FIFO_BATCH profile (1 allocation row(s)).
00010409,INVOICE,2021-09-30,2021-09,1999.56,1999.56,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00011068,Settled via FIFO_BATCH profile (1 allocation row(s)).
00010581,INVOICE,2021-10-07,2021-10,2062.73,2062.73,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00011558,Settled via FIFO_BATCH profile (1 allocation row(s)).
00010616,INVOICE,2021-10-09,2021-10,1599.65,0,1599.65,UNCHARACTERIZED,5,UNASSESSED,,"No candidate found (exact-sum, contiguous-run, proximity, or cross-account). Genuine gap requiring investigation."
00010672,INVOICE,2021-10-12,2021-10,2068.91,2068.91,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00011558,Settled via FIFO_BATCH profile (1 allocation row(s)).
00010704,INVOICE,2021-10-15,2021-10,1599.65,1599.65,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00011558,Settled via FIFO_BATCH profile (1 allocation row(s)).
00010737,INVOICE,2021-10-18,2021-10,1599.65,1599.65,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00011558,Settled via FIFO_BATCH profile (1 allocation row(s)).
00010838,INVOICE,2021-10-22,2021-10,1599.65,0,1599.65,UNCHARACTERIZED,5,UNASSESSED,,No same-account candidate found. Doc number also appears in: WO0001/payments.csv — verify not a cross-account misposting before treating as a genuine gap.
00011230,INVOICE,2021-10-22,2021-10,1599.65,1599.65,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00011558,Settled via FIFO_BATCH profile (1 allocation row(s)).
00010901,INVOICE,2021-10-26,2021-10,1999.56,1999.56,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00011558,Settled via FIFO_BATCH profile (1 allocation row(s)).
00010979,INVOICE,2021-10-29,2021-10,1999.56,1999.56,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00011558,Settled via FIFO_BATCH profile (1 allocation row(s)).
00011039,INVOICE,2021-11-02,2021-11,1999.56,1999.56,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00012719,Settled via FIFO_BATCH profile (1 allocation row(s)).
00011088,INVOICE,2021-11-05,2021-11,1385.55,0,1385.55,UNCHARACTERIZED,5,UNASSESSED,,"No candidate found (exact-sum, contiguous-run, proximity, or cross-account). Genuine gap requiring investigation."
00011175,INVOICE,2021-11-10,2021-11,1385.55,1385.55,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00012719,Settled via FIFO_BATCH profile (1 allocation row(s)).
00011218,INVOICE,2021-11-13,2021-11,1847.41,1847.41,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00012719,Settled via FIFO_BATCH profile (1 allocation row(s)).
00011278,INVOICE,2021-11-18,2021-11,2309.26,2309.26,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00012719,Settled via FIFO_BATCH profile (1 allocation row(s)).
00011332,INVOICE,2021-11-22,2021-11,2309.26,2309.26,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00012719,Settled via FIFO_BATCH profile (1 allocation row(s)).
00011442,INVOICE,2021-11-26,2021-11,2309.26,2309.26,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00012719,Settled via FIFO_BATCH profile (1 allocation row(s)).
00011497,INVOICE,2021-11-30,2021-11,4618.52,4618.52,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00012719,Settled via FIFO_BATCH profile (1 allocation row(s)).
00011643,INVOICE,2021-12-11,2021-12,2332.26,2332.26,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00012146,Settled via FIFO_BATCH profile (1 allocation row(s)).
00011686,INVOICE,2021-12-15,2021-12,2332.26,2332.26,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00012146,Settled via FIFO_BATCH profile (1 allocation row(s)).
00011774,INVOICE,2021-12-22,2021-12,1414.74,1414.74,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00012146,Settled via FIFO_BATCH profile (1 allocation row(s)).
00011780,INVOICE,2021-12-23,2021-12,2357.9,2357.9,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00012146,Settled via FIFO_BATCH profile (1 allocation row(s)).
00011818,INVOICE,2021-12-28,2021-12,2476.64,2476.64,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00012146,Settled via FIFO_BATCH profile (1 allocation row(s)).
00011819,INVOICE,2021-12-28,2021-12,1485.98,1246.5,239.48,PER_CALENDAR_MONTH_EXACT_SUM,3,ASSERTED,00012719,"STEP 3 candidate (EXACT_SUM_SINGLE) vs payment 00012719; basket-check: LPG lane consistent, SKU baskets present. Script-generated — not ERP/human-confirmed. Per D-NEW.5, month-level tie-out only — never treat as per-invoice-confident."
00011859,INVOICE,2022-01-03,2022-01,2476.58,2476.58,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00013245,Settled via FIFO_BATCH profile (1 allocation row(s)).
00011938,INVOICE,2022-01-11,2022-01,1924,1924,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00013245,Settled via FIFO_BATCH profile (1 allocation row(s)).
00011970,INVOICE,2022-01-14,2022-01,1924,1924,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00013245,Settled via FIFO_BATCH profile (1 allocation row(s)).
00011995,INVOICE,2022-01-17,2022-01,1443,1443,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00013245,Settled via FIFO_BATCH profile (1 allocation row(s)).
00012042,INVOICE,2022-01-20,2022-01,2405,2405,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00013245,Settled via FIFO_BATCH profile (1 allocation row(s)).
00012073,INVOICE,2022-01-26,2022-01,2405,2405,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00013245,Settled via FIFO_BATCH profile (1 allocation row(s)).
00012088,INVOICE,2022-01-28,2022-01,2405,2405,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00013245,Settled via FIFO_BATCH profile (1 allocation row(s)).
00012120,INVOICE,2022-02-01,2022-02,1443,1443,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00013583,Settled via FIFO_BATCH profile (1 allocation row(s)).
00012163,INVOICE,2022-02-04,2022-02,1924,1924,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00013583,Settled via FIFO_BATCH profile (1 allocation row(s)).
00012228,INVOICE,2022-02-10,2022-02,1924,1924,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00013583,Settled via FIFO_BATCH profile (1 allocation row(s)).
00012285,INVOICE,2022-02-15,2022-02,2405,2405,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00013583,Settled via FIFO_BATCH profile (1 allocation row(s)).
00012312,INVOICE,2022-02-17,2022-02,1443,1443,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00013583,Settled via FIFO_BATCH profile (1 allocation row(s)).
00012340,INVOICE,2022-02-21,2022-02,1924,1924,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00013583,Settled via FIFO_BATCH profile (1 allocation row(s)).
00012387,INVOICE,2022-02-25,2022-02,1443,1443,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00013583,Settled via FIFO_BATCH profile (1 allocation row(s)).
00012403,INVOICE,2022-02-28,2022-02,1443,1443,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00013583,Settled via FIFO_BATCH profile (1 allocation row(s)).
00012460,INVOICE,2022-03-04,2022-03,1924,0,1924,UNCHARACTERIZED,5,UNASSESSED,,"No candidate found (exact-sum, contiguous-run, proximity, or cross-account). Genuine gap requiring investigation."
00012501,INVOICE,2022-03-08,2022-03,1473.01,0,1473.01,UNCHARACTERIZED,5,UNASSESSED,,"No candidate found (exact-sum, contiguous-run, proximity, or cross-account). Genuine gap requiring investigation."
00012523,INVOICE,2022-03-10,2022-03,2008.08,0,2008.08,UNCHARACTERIZED,5,UNASSESSED,,"No candidate found (exact-sum, contiguous-run, proximity, or cross-account). Genuine gap requiring investigation."
00012561,INVOICE,2022-03-14,2022-03,1506.06,0,1506.06,UNCHARACTERIZED,5,UNASSESSED,,"No candidate found (exact-sum, contiguous-run, proximity, or cross-account). Genuine gap requiring investigation."
00012621,INVOICE,2022-03-17,2022-03,1506.06,0,1506.06,UNCHARACTERIZED,5,UNASSESSED,,"No candidate found (exact-sum, contiguous-run, proximity, or cross-account). Genuine gap requiring investigation."
00012638,INVOICE,2022-03-22,2022-03,2510.11,0,2510.11,UNCHARACTERIZED,5,UNASSESSED,,"No candidate found (exact-sum, contiguous-run, proximity, or cross-account). Genuine gap requiring investigation."
00012676,INVOICE,2022-03-24,2022-03,2008.08,0,2008.08,UNCHARACTERIZED,5,UNASSESSED,,"No candidate found (exact-sum, contiguous-run, proximity, or cross-account). Genuine gap requiring investigation."
00012718,INVOICE,2022-03-28,2022-03,2008.08,0,2008.08,UNCHARACTERIZED,5,UNASSESSED,,"No candidate found (exact-sum, contiguous-run, proximity, or cross-account). Genuine gap requiring investigation."
00012761,INVOICE,2022-04-01,2022-04,2008.08,2008.08,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00014135,Settled via FIFO_BATCH profile (1 allocation row(s)).
00012792,INVOICE,2022-04-04,2022-04,1506.06,1506.06,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00014135,Settled via FIFO_BATCH profile (1 allocation row(s)).
00012843,INVOICE,2022-04-07,2022-04,2173.73,2173.73,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00014135,Settled via FIFO_BATCH profile (1 allocation row(s)).
00012911,INVOICE,2022-04-12,2022-04,2714.98,2714.98,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00014135,Settled via FIFO_BATCH profile (1 allocation row(s)).
00012946,INVOICE,2022-04-13,2022-04,1630.3,1630.3,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00014135,Settled via FIFO_BATCH profile (1 allocation row(s)).
00013011,INVOICE,2022-04-19,2022-04,1630.3,1630.3,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00014135,Settled via FIFO_BATCH profile (1 allocation row(s)).
00013061,INVOICE,2022-04-21,2022-04,2717.16,2717.16,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00014135,Settled via FIFO_BATCH profile (1 allocation row(s)).
00013158,INVOICE,2022-04-28,2022-04,3804.03,3804.03,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00014135,Settled via FIFO_BATCH profile (1 allocation row(s)).
00013255,INVOICE,2022-05-04,2022-05,2229.21,2229.21,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00015071,Settled via FIFO_BATCH profile (1 allocation row(s)).
00013332,INVOICE,2022-05-07,2022-05,1671.9,1671.9,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00015071,Settled via FIFO_BATCH profile (1 allocation row(s)).
00013359,INVOICE,2022-05-09,2022-05,1671.9,1671.9,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00015071,Settled via FIFO_BATCH profile (1 allocation row(s)).
00013452,INVOICE,2022-05-12,2022-05,2229.21,2229.21,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00015071,Settled via FIFO_BATCH profile (1 allocation row(s)).
00013518,INVOICE,2022-05-17,2022-05,2229.07,2229.07,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00015071,Settled via FIFO_BATCH profile (1 allocation row(s)).
00013563,INVOICE,2022-05-19,2022-05,2229.07,2229.07,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00015071,Settled via FIFO_BATCH profile (1 allocation row(s)).
00013637,INVOICE,2022-05-23,2022-05,1671.8,1671.8,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00015071,Settled via FIFO_BATCH profile (1 allocation row(s)).
00013685,INVOICE,2022-05-27,2022-05,2229.07,2229.07,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00015071,Settled via FIFO_BATCH profile (1 allocation row(s)).
00013744,INVOICE,2022-05-31,2022-05,2786.34,1114.44,1671.9,UNCHARACTERIZED,5,UNASSESSED,,"No candidate found (exact-sum, contiguous-run, proximity, or cross-account). Genuine gap requiring investigation."
00013822,INVOICE,2022-06-03,2022-06,2229.07,2229.07,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00015473,Settled via FIFO_BATCH profile (1 allocation row(s)).
00013877,INVOICE,2022-06-07,2022-06,2229.07,2229.07,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00015473,Settled via FIFO_BATCH profile (1 allocation row(s)).
00013937,INVOICE,2022-06-10,2022-06,1671.8,1671.8,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00015473,Settled via FIFO_BATCH profile (1 allocation row(s)).
00013968,INVOICE,2022-06-14,2022-06,1671.8,1671.8,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00015473,Settled via FIFO_BATCH profile (1 allocation row(s)).
00014049,INVOICE,2022-06-17,2022-06,2229.07,2229.07,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00015473,Settled via FIFO_BATCH profile (1 allocation row(s)).
00014116,INVOICE,2022-06-21,2022-06,2229.07,2229.07,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00015473,Settled via FIFO_BATCH profile (1 allocation row(s)).
00014788,INVOICE,2022-06-23,2022-06,1614.81,1614.81,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00015473,Settled via FIFO_BATCH profile (1 allocation row(s)).
00014341,INVOICE,2022-06-28,2022-06,2229.07,614.26,1614.81,UNCHARACTERIZED,5,UNASSESSED,,"No candidate found (exact-sum, contiguous-run, proximity, or cross-account). Genuine gap requiring investigation."
00014279,INVOICE,2022-07-02,2022-07,2229.07,2229.07,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00015987,Settled via FIFO_BATCH profile (1 allocation row(s)).
00014353,INVOICE,2022-07-07,2022-07,4458.14,4458.14,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00015987,Settled via FIFO_BATCH profile (1 allocation row(s)).
00014521,INVOICE,2022-07-14,2022-07,2691.35,2691.35,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00015987,Settled via FIFO_BATCH profile (1 allocation row(s)).
00014654,INVOICE,2022-07-22,2022-07,3229.61,3229.61,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00015987,Settled via FIFO_BATCH profile (1 allocation row(s)).
00014744,INVOICE,2022-07-27,2022-07,4561.12,4561.12,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00015987,Settled via FIFO_BATCH profile (1 allocation row(s)).
00014916,INVOICE,2022-08-04,2022-08,3286.61,3286.61,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00016648,Settled via FIFO_BATCH profile (1 allocation row(s)).
00014994,INVOICE,2022-08-10,2022-08,4929.91,4929.91,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00016648,Settled via FIFO_BATCH profile (1 allocation row(s)).
00015189,INVOICE,2022-08-19,2022-08,2738.84,0,2738.84,UNCHARACTERIZED,5,UNASSESSED,,"No candidate found (exact-sum, contiguous-run, proximity, or cross-account). Genuine gap requiring investigation."
00015191,INVOICE,2022-08-19,2022-08,4382.14,4382.14,0,PER_INVOICE_FIFO_BATCH,3,ASSERTED,00016648,Settled via FIFO_BATCH profile (1 allocation row(s)).
00015343,INVOICE,2022-08-27,2022-08,3286.61,2738.84,547.77,PER_CALENDAR_MONTH_EXACT_SUM,3,ASSERTED,00016648,"STEP 3 candidate (EXACT_SUM_SINGLE) vs payment 00016648; basket-check: LPG lane consistent, SKU baskets present. Script-generated — not ERP/human-confirmed. Per D-NEW.5, month-level tie-out only — never treat as per-invoice-confident."
